Dep,Nom Ville,Nombre de policiers municipaux,Nombre d ASVP,Nombre de gardes-champêtres,Nombre de chiens de patrouille de police municipale,Numero Departement,Numero Departement x Nom Ville,CODGEO,Année,Nombre d habitants,Nom Département
nan,MACHINE,1,0.0,0,0,58,58MACHINE,58151,2017,3392.0,0
nan,POUGUES LES EAUX,2,0.0,0,0,58,58POUGUES LES EAUX,58214,2017,2422.0,0
nan,MARZY,0,0.0,1,0,58,58MARZY,58160,2017,3661.0,0
nan,MAGNY COURS,0,0.0,1,0,58,58MAGNY COURS,58152,2017,1414.0,0
nan,PARIGNY LES VAUX,0,0.0,1,0,58,58PARIGNY LES VAUX,58207,2017,955.0,0
Nord (59),ALLENNES LES MARAIS,1,0.0,0,0,59,59ALLENNES LES MARAIS,59005,2017,3500.0,0
Lille,ANNOEULLIN,3,0.0,0,0,59,59ANNOEULLIN,59011,2017,10000.0,0
nan,ARMENTIERES,0,11.0,0,0,59,59ARMENTIERES,59017,2017,25066.0,0
nan,BAUVIN,2,2.0,0,0,59,59BAUVIN,59052,2017,5300.0,0
nan,BONDUES,5,1.0,0,0,59,59BONDUES,59090,2017,9908.0,0
nan,CHERENG,1,0.0,0,0,59,59CHERENG,59146,2017,3038.0,0
nan,COMINES,5,0.0,0,0,59,59COMINES,59152,2017,12491.0,0
nan,CROIX,10,3.0,0,0,59,59CROIX,59163,2017,22000.0,0
nan,CYSOING,1,0.0,0,0,59,59CYSOING,59168,2017,4984.0,0
nan,FACHES THUMESNIL,3,12.0,0,0,59,59FACHES THUMESNIL,59220,2017,17486.0,0
nan,HALLENNES LEZ HAUBOURDIN,2,0.0,0,0,59,59HALLENNES LEZ HAUBOURDIN,59278,2017,4144.0,0
nan,HAUBOURDIN,10,0.0,0,0,59,59HAUBOURDIN,59286,2017,14935.0,0
nan,BASSEE,1,0.0,0,0,59,59BASSEE,59051,2017,6500.0,0
nan,MADELEINE,14,7.0,0,0,59,59MADELEINE,59368,2017,21724.0,0
nan,LAMBERSART,10,0.0,0,0,59,59LAMBERSART,59328,2017,27517.0,0
nan,LESQUIN,2,2.0,0,0,59,59LESQUIN,59343,2017,7600.0,0
nan,LEZENNES,2,0.0,0,0,59,59LEZENNES,59346,2017,4165.0,0
nan,LOOS,13,2.0,0,0,59,59LOOS,59360,2017,21500.0,0
nan,LYS LEZ LANNOY,3,0.0,0,1,59,59LYS LEZ LANNOY,59367,2017,13739.0,0
nan,MARCQ EN BAROEUL,20,12.0,0,0,59,59MARCQ EN BAROEUL,59378,2017,40000.0,0
nan,MARQUETTE LEZ LILLE,4,1.0,0,0,59,59MARQUETTE LEZ LILLE,59386,2017,10104.0,0
nan,MONS EN BAROEUL,12,0.0,0,0,59,59MONS EN BAROEUL,59410,2017,21185.0,0
nan,MOUVAUX,4,1.0,0,0,59,59MOUVAUX,59421,2017,13324.0,0
nan,OSTRICOURT,0,1.0,0,0,59,59OSTRICOURT,59452,2017,5387.0,0
nan,PERENCHIES,3,1.0,0,0,59,59PERENCHIES,59457,2017,8457.0,0
nan,PHALEMPIN,1,0.0,0,0,59,59PHALEMPIN,59462,2017,4683.0,0
nan,PROVIN,1,0.0,0,0,59,59PROVIN,59477,2017,4300.0,0
nan,QUESNOY SUR DEULE,1,0.0,0,0,59,59QUESNOY SUR DEULE,59482,2017,6325.0,0
nan,RONCQ,3,0.0,0,0,59,59RONCQ,59508,2017,14177.0,0
nan,RONCHIN,3,3.0,0,0,59,59RONCHIN,59507,2017,18900.0,0
nan,ROUBAIX,57,3.0,0,0,59,59ROUBAIX,59512,2017,96959.0,0
nan,SANTES,1,1.0,0,0,59,59SANTES,59553,2017,6000.0,0
nan,SECLIN,4,2.0,0,0,59,59SECLIN,59560,2017,12700.0,0
nan,TEMPLEMARS,1,0.0,0,0,59,59TEMPLEMARS,59585,2017,3170.0,0
nan,THUMERIES,2,0.0,0,0,59,59THUMERIES,59592,2017,3970.0,0
nan,TOURCOING,63,8.0,0,3,59,59TOURCOING,59599,2017,97443.0,0
nan,WAMBRECHIES,4,0.0,0,0,59,59WAMBRECHIES,59636,2017,10245.0,0
nan,WASQUEHAL,9,3.0,0,0,59,59WASQUEHAL,59646,2017,22000.0,0
nan,WATTIGNIES,0,3.0,0,0,59,59WATTIGNIES,59648,2017,14467.0,0
nan,AVESNES SUR HELPE,1,0.5,0,0,59,59AVESNES SUR HELPE,59036,2017,4663.0,0
nan,BAVAY,2,0.0,0,0,59,59BAVAY,59053,2017,3581.0,0
nan,BOUSIES,1,0.0,0,0,59,59BOUSIES,59099,2017,1702.0,0
nan,ENGLEFONTAINE,1,0.0,0,0,59,59ENGLEFONTAINE,59194,2017,1314.0,0
nan,FERRIERE LA GRANDE,1,1.0,0,0,59,59FERRIERE LA GRANDE,59230,2017,5423.0,0
nan,JEUMONT,8,0.0,0,0,59,59JEUMONT,59324,2017,10779.0,0
nan,LANDRECIES,1,1.0,0,0,59,59LANDRECIES,59331,2017,3600.0,0
nan,QUESNOY,2,0.0,0,0,59,59QUESNOY,59481,2017,5151.0,0
nan,MAUBEUGE,32,10.0,0,2,59,59MAUBEUGE,59392,2017,33560.0,0
nan,TRELON,1,0.0,0,0,59,59TRELON,59601,2017,2984.0,0
nan,CAMBRAI,0,6.0,0,0,59,59CAMBRAI,59122,2017,33609.0,0
nan,CAUDRY,4,0.0,0,0,59,59CAUDRY,59139,2017,15270.0,0
nan,ESCAUDOEUVRES,0,0.0,1,0,59,59ESCAUDOEUVRES,59206,2017,3340.0,0
nan,GOUZEAUCOURT,0,1.0,0,0,59,59GOUZEAUCOURT,59269,2017,1601.0,0
nan,IWUY,1,0.0,0,0,59,59IWUY,59322,2017,3337.0,0
nan,MARETZ,0,0.0,1,0,59,59MARETZ,59382,2017,1484.0,0
nan,MASNIERES,1,0.0,0,0,59,59MASNIERES,59389,2017,2704.0,0
nan,NEUVILLE SAINT REMY,1,0.0,0,0,59,59NEUVILLE SAINT REMY,59428,2017,3922.0,0
nan,PROVILLE,1,0.0,0,0,59,59PROVILLE,59476,2017,3254.0,0
nan,RAILLENCOURT SAINTE OLLE,0,1.0,0,0,59,59RAILLENCOURT SAINTE OLLE,59488,2017,2355.0,0
nan,RUMILLY EN CAMBRESIS,0,1.0,0,0,59,59RUMILLY EN CAMBRESIS,59520,2017,1496.0,0
nan,SAINT HILAIRE LEZ CAMBRAI,1,0.0,0,0,59,59SAINT HILAIRE LEZ CAMBRAI,59533,2017,1659.0,0
nan,SOLESMES,2,0.0,0,0,59,59SOLESMES,59571,2017,4555.0,0
nan,WALINCOURT SELVIGNY,0,1.0,0,0,59,59WALINCOURT SELVIGNY,59631,2017,2138.0,0
nan,AUBY,0,3.0,0,0,59,59AUBY,59028,2017,7386.0,0
nan,CUINCY,3,0.0,0,0,59,59CUINCY,59165,2017,6597.0,0
nan,DOUAI,16,5.0,0,0,59,59DOUAI,59178,2017,41172.0,0
nan,FLERS EN ESCREBIEUX,2,1.0,0,0,59,59FLERS EN ESCREBIEUX,59234,2017,5800.0,0
nan,HORNAING,1,0.0,0,0,59,59HORNAING,59314,2017,3614.0,0
nan,LECLUSE,0,0.0,1,0,59,59LECLUSE,59336,2017,1383.0,0
nan,ORCHIES,3,0.0,0,0,59,59ORCHIES,59449,2017,8361.0,0
nan,RAIMBEAUCOURT,0,1.0,0,0,59,59RAIMBEAUCOURT,59489,2017,4115.0,0
nan,BAILLEUL,0,4.0,1,0,59,59BAILLEUL,59043,2017,14389.0,0
nan,BERGUES,1,1.0,0,0,59,59BERGUES,59067,2017,3882.0,0
nan,BRAY DUNES,1,2.0,0,0,59,59BRAY DUNES,59107,2017,4655.0,0
nan,COUDEKERQUE BRANCHE,4,5.0,0,0,59,59COUDEKERQUE BRANCHE,59155,2017,22710.0,0
nan,ESTAIRES,0,1.0,0,0,59,59ESTAIRES,59212,2017,6083.0,0
nan,GRAVELINES,6,4.0,0,0,59,59GRAVELINES,59273,2017,11812.0,0
nan,GORGUE,1,0.0,0,0,59,59GORGUE,59268,2017,5923.0,0
nan,LEFFRINCKOUCKE,2,1.0,0,0,59,59LEFFRINCKOUCKE,59340,2017,4394.0,0
nan,MERVILLE,4,3.0,0,0,59,59MERVILLE,59400,2017,10102.0,0
nan,NIEPPE,3,1.0,0,0,59,59NIEPPE,59431,2017,7506.0,0
nan,STEENVOORDE,1,1.0,0,0,59,59STEENVOORDE,59580,2017,4188.0,0
nan,TETEGHEM,2,0.0,0,0,59,59TETEGHEM,59588,2017,8202.0,0
nan,ANZIN,7,2.0,0,0,59,59ANZIN,59014,2017,14058.0,0
nan,AULNOY LEZ VALENCIENNES,2,2.0,0,0,59,59AULNOY LEZ VALENCIENNES,59032,2017,7407.0,0
nan,BEUVRAGES,3,0.0,0,0,59,59BEUVRAGES,59079,2017,6642.0,0
nan,BOUCHAIN,0,0.0,1,0,59,59BOUCHAIN,59092,2017,4282.0,0
nan,CRESPIN,3,1.0,0,0,59,59CRESPIN,59160,2017,4500.0,0
nan,DENAIN,10,4.0,0,0,59,59DENAIN,59172,2017,20351.0,0
nan,FAMARS,1,0.0,0,0,59,59FAMARS,59221,2017,2489.0,0
nan,HASPRES,1,0.0,0,0,59,59HASPRES,59285,2017,2812.0,0
nan,HORDAIN,1,0.0,0,0,59,59HORDAIN,59313,2017,1487.0,0
nan,MAING,1,0.0,0,0,59,59MAING,59369,2017,4103.0,0
nan,MARLY,5,0.0,0,0,59,59MARLY,59383,2017,11590.0,0
nan,ONNAING,5,0.0,0,0,59,59ONNAING,59447,2017,8720.0,0
nan,PETITE FORET,1,2.0,0,0,59,59PETITE FORET,59459,2017,4983.0,0
nan,RAISMES,4,0.0,0,0,59,59RAISMES,59491,2017,12756.0,0
nan,SAINT SAULVE,6,0.0,0,0,59,59SAINT SAULVE,59544,2017,11305.0,0
nan,SENTINELLE,2,1.0,0,0,59,59SENTINELLE,59564,2017,3300.0,0
nan,VALENCIENNES,30,13.0,0,0,59,59VALENCIENNES,59606,2017,50000.0,0
nan,VIEUX CONDE,3,0.0,0,0,59,59VIEUX CONDE,59616,2017,10024.0,0
nan,AUNEUIL,1,0.0,0,0,60,60AUNEUIL,60029,2017,3050.0,0
nan,BEAUVAIS,45,5.0,0,2,60,60BEAUVAIS,60057,2017,55371.0,0
nan,BETHISY SAINT PIERRE,0,1.0,0,0,60,60BETHISY SAINT PIERRE,60068,2017,3500.0,0
nan,BORAN SUR OISE,2,0.0,0,0,60,60BORAN SUR OISE,60086,2017,2188.0,0
nan,BORNEL,2,0.0,0,0,60,60BORNEL,60088,2017,4796.0,0
nan,BRENOUILLE,1,0.0,0,0,60,60BRENOUILLE,60102,2017,2300.0,0
nan,BRESLES,1,0.0,0,0,60,60BRESLES,60103,2017,4274.0,0
nan,BRETEUIL,4,0.0,0,0,60,60BRETEUIL,60104,2017,4664.0,0
nan,BREUIL LE SEC,0,1.0,1,0,60,60BREUIL LE SEC,60106,2017,2621.0,0
nan,BREUIL LE VERT,1,0.0,0,0,60,60BREUIL LE VERT,60107,2017,3138.0,0
nan,CAMBRONNE LES RIBECOURT,1,0.0,0,0,60,60CAMBRONNE LES RIBECOURT,60119,2017,2070.0,0
nan,CARLEPONT,0,0.0,1,0,60,60CARLEPONT,60129,2017,1550.0,0
nan,CHAMANT,1,0.0,0,0,60,60CHAMANT,60138,2017,940.0,0
nan,CHAMBLY,3,0.0,0,0,60,60CHAMBLY,60139,2017,10174.0,0
nan,CHANTILLY,13,2.0,0,1,60,60CHANTILLY,60141,2017,11122.0,0
nan,CHAUMONT EN VEXIN,2,0.0,0,0,60,60CHAUMONT EN VEXIN,60143,2017,3500.0,0
nan,CHEVRIERES,1,0.0,0,0,60,60CHEVRIERES,60149,2017,1938.0,0
nan,CHOISY AU BAC,2,0.0,0,0,60,60CHOISY AU BAC,60151,2017,3464.0,0
nan,CLERMONT,1,2.0,0,0,60,60CLERMONT,60157,2017,10596.0,0
nan,COMPIEGNE,26,5.0,0,5,60,60COMPIEGNE,60159,2017,40732.0,0
nan,CORMEILLES,0,0.0,1,0,60,60CORMEILLES,60163,2017,445.0,0
nan,COYE LA FORET,0,1.0,0,0,60,60COYE LA FORET,60172,2017,4116.0,0
nan,CREIL,12,6.0,0,0,60,60CREIL,60175,2017,35289.0,0
nan,CREPY EN VALOIS,19,1.0,0,2,60,60CREPY EN VALOIS,60176,2017,15283.0,0
nan,CRILLON,0,1.0,0,0,60,60CRILLON,60180,2017,488.0,0
nan,ESTREES SAINT DENIS,2,0.0,0,0,60,60ESTREES SAINT DENIS,60223,2017,3801.0,0
nan,FITZ JAMES,1,0.0,0,0,60,60FITZ JAMES,60234,2017,2500.0,0
nan,FORMERIE,1,0.0,0,0,60,60FORMERIE,60245,2017,2104.0,0
nan,GOUVIEUX,1,1.0,0,0,60,60GOUVIEUX,60282,2017,10000.0,0
nan,LAGNY LE SEC,1,0.0,0,0,60,60LAGNY LE SEC,60341,2017,2100.0,0
nan,LAIGNEVILLE,2,0.0,0,0,60,60LAIGNEVILLE,60342,2017,4700.0,0
nan,LAMORLAYE,6,0.0,0,0,60,60LAMORLAYE,60346,2017,9308.0,0
nan,PLESSIS BELLEVILLE,6,0.0,0,0,60,60PLESSIS BELLEVILLE,60500,2017,4000.0,0
nan,PLESSIS BRION,1,0.0,0,0,60,60PLESSIS BRION,60501,2017,1430.0,0
nan,LIANCOURT,2,0.0,0,0,60,60LIANCOURT,60360,2017,7298.0,0
nan,LONGUEIL ANNEL,1,0.0,0,0,60,60LONGUEIL ANNEL,60368,2017,2653.0,0
nan,MAIGNELAY MONTIGNY,1,0.0,0,0,60,60MAIGNELAY MONTIGNY,60374,2017,2732.0,0
nan,MARGNY LES COMPIEGNE,6,4.0,0,0,60,60MARGNY LES COMPIEGNE,60382,2017,8200.0,0
nan,MARSEILLE EN BEAUVAISIS,0,2.0,0,0,60,60MARSEILLE EN BEAUVAISIS,60387,2017,1478.0,0
nan,MERU,14,0.0,1,0,60,60MERU,60395,2017,14502.0,0
nan,MONTATAIRE,0,0.0,2,0,60,60MONTATAIRE,60414,2017,13315.0,0
nan,MOUY,1,2.0,0,0,60,60MOUY,60439,2017,5278.0,0
nan,NEUILLY EN THELLE,3,0.0,0,0,60,60NEUILLY EN THELLE,60450,2017,3425.0,0
nan,NOGENT SUR OISE,11,11.0,0,0,60,60NOGENT SUR OISE,60463,2017,19414.0,0
nan,NOYON,18,0.0,0,2,60,60NOYON,60471,2017,14000.0,0
nan,ORRY LA VILLE,1,0.0,0,0,60,60ORRY LA VILLE,60482,2017,3477.0,0
nan,PLAILLY,0,2.0,0,0,60,60PLAILLY,60494,2017,1742.0,0
nan,PONT SAINTE MAXENCE,12,0.0,0,0,60,60PONT SAINTE MAXENCE,60509,2017,12500.0,0
nan,RANTIGNY,1,0.0,0,0,60,60RANTIGNY,60524,2017,2566.0,0
nan,SACY LE GRAND,0,0.0,1,0,60,60SACY LE GRAND,60562,2017,1516.0,0
nan,SERIFONTAINE,1,4.0,0,0,60,60SERIFONTAINE,60616,2017,2866.0,0
nan,THIERS SUR THEVE,1,0.0,0,0,60,60THIERS SUR THEVE,60631,2017,1056.0,0
nan,THIVERNY,1,1.0,0,0,60,60THIVERNY,60635,2017,1049.0,0
nan,THOUROTTE,2,0.0,0,0,60,60THOUROTTE,60636,2017,4705.0,0
nan,TILLE,0,1.0,0,0,60,60TILLE,60639,2017,1106.0,0
nan,TRACY LE VAL,0,0.0,1,0,60,60TRACY LE VAL,60642,2017,1090.0,0
nan,TRICOT,0,1.0,0,0,60,60TRICOT,60643,2017,1500.0,0
nan,VENETTE,1,0.0,1,0,60,60VENETTE,60665,2017,2931.0,0
nan,VERBERIE,1,1.0,0,0,60,60VERBERIE,60667,2017,3291.0,0
nan,VERNEUIL EN HALATTE,2,0.0,0,0,60,60VERNEUIL EN HALATTE,60670,2017,4795.0,0
nan,VILLERS SAINT PAUL,3,0.0,0,0,60,60VILLERS SAINT PAUL,60684,2017,6425.0,0
Orne (61),ALENCON,6,4.0,0,0,61,61ALENCON,61001,2017,27160.0,0
Alençon,ARGENTAN,5,2.0,0,0,61,61ARGENTAN,61006,2017,13769.0,0
nan,ATHIS VAL DE ROUVRE,0,0.0,1,0,61,61ATHIS VAL DE ROUVRE,61007,2017,4412.0,0
nan,BAGNOLES DE L ORNE NORMANDIE,1,0.0,0,0,61,61BAGNOLES DE L ORNE NORMANDIE,61483,2017,2757.0,0
nan,BELLEME,0,1.0,0,0,61,61BELLEME,61038,2017,1599.0,0
nan,LONGNY LES VILLAGES,0,0.0,1,0,61,61LONGNY LES VILLAGES,61230,2017,3200.0,0
nan,MORTAGNE AU PERCHE,3,1.0,0,0,61,61MORTAGNE AU PERCHE,61293,2017,4208.0,0
nan,REMALARD EN PERCHE,0,0.0,1,0,61,61REMALARD EN PERCHE,61345,2017,2000.0,0
nan,SEES,1,0.0,0,0,61,61SEES,61464,2017,4209.0,0
nan,TINCHEBRAY BOCAGE,1,1.0,0,0,61,61TINCHEBRAY BOCAGE,61486,2017,5300.0,0
nan,VIMOUTIERS,1,0.0,0,0,61,61VIMOUTIERS,61508,2017,3500.0,0
Pas-de-Calais (62),ACHICOURT,1,0.0,0,0,62,62ACHICOURT,62004,2017,7902.0,0
Arras ,AIRE SUR LA LYS,4,1.0,0,0,62,62AIRE SUR LA LYS,62014,2017,10163.0,0
nan,AIX NOULETTE,0,1.0,0,0,62,62AIX NOULETTE,62019,2017,3987.0,0
nan,ANNEZIN,0,1.0,0,0,62,62ANNEZIN,62035,2017,5942.0,0
nan,ANZIN SAINT AUBIN,0,6.0,0,0,62,62ANZIN SAINT AUBIN,62037,2017,2810.0,0
nan,ARDRES,2,1.0,0,0,62,62ARDRES,62038,2017,4374.0,0
nan,ARRAS,19,17.0,0,0,62,62ARRAS,62041,2017,42161.0,0
nan,AUCHEL,5,1.0,0,0,62,62AUCHEL,62048,2017,10840.0,0
nan,AUDRUICQ,0,1.0,0,0,62,62AUDRUICQ,62057,2017,5422.0,0
nan,AUXI LE CHATEAU,2,1.0,0,0,62,62AUXI LE CHATEAU,62060,2017,2773.0,0
nan,BAPAUME,1,1.0,0,0,62,62BAPAUME,62080,2017,4239.0,0
nan,BEAURAINS,0,2.0,0,0,62,62BEAURAINS,62099,2017,5516.0,0
nan,BETHUNE,15,17.0,0,2,62,62BETHUNE,62119,2017,25982.0,0
nan,BEUVRY,0,1.0,1,0,62,62BEUVRY,62126,2017,9697.0,0
nan,BIACHE SAINT VAAST,0,1.0,0,0,62,62BIACHE SAINT VAAST,62128,2017,4036.0,0
nan,BILLY BERCLAU,1,1.0,0,0,62,62BILLY BERCLAU,62132,2017,4479.0,0
nan,BOULOGNE SUR MER,0,12.0,0,0,62,62BOULOGNE SUR MER,62160,2017,43170.0,0
nan,BREBIERES,2,1.0,0,0,62,62BREBIERES,62173,2017,4955.0,0
nan,BULLY LES MINES,0,5.0,0,0,62,62BULLY LES MINES,62186,2017,12642.0,0
nan,CAFFIERS,0,0.0,1,0,62,62CAFFIERS,62191,2017,753.0,0
nan,CALAIS,26,4.0,0,1,62,62CALAIS,62193,2017,77282.0,0
nan,CAMBLAIN CHATELAIN,0,1.0,0,0,62,62CAMBLAIN CHATELAIN,62197,2017,1816.0,0
nan,CAMIERS,1,0.0,0,0,62,62CAMIERS,62201,2017,2699.0,0
nan,CARVIN,0,7.0,1,0,62,62CARVIN,62215,2017,16987.0,0
nan,COQUELLES,2,1.0,0,0,62,62COQUELLES,62239,2017,2489.0,0
nan,CORBEHEM,1,0.0,0,0,62,62CORBEHEM,62240,2017,2346.0,0
nan,COURCELLES LES LENS,1,1.0,0,0,62,62COURCELLES LES LENS,62249,2017,7043.0,0
nan,CUCQ,1,1.0,0,0,62,62CUCQ,62261,2017,5234.0,0
nan,DANNES,1,0.0,0,0,62,62DANNES,62264,2017,5877.0,0
nan,DESVRES,2,0.0,0,0,62,62DESVRES,62268,2017,5089.0,0
nan,DIVION,0,0.0,1,0,62,62DIVION,62270,2017,6807.0,0
nan,DOURGES,1,0.0,0,0,62,62DOURGES,62274,2017,5753.0,0
nan,EQUIHEN PLAGE,1,1.0,0,0,62,62EQUIHEN PLAGE,62300,2017,2880.0,0
nan,ETAPLES,6,1.0,1,0,62,62ETAPLES,62318,2017,11212.0,0
nan,FESTUBERT,0,0.0,1,0,62,62FESTUBERT,62330,2017,1342.0,0
nan,FREVENT,1,1.0,1,0,62,62FREVENT,62361,2017,3738.0,0
nan,FRUGES,0,1.0,0,0,62,62FRUGES,62364,2017,2661.0,0
nan,GUINES,2,0.0,0,0,62,62GUINES,62397,2017,5784.0,0
nan,HAILLICOURT,0,0.0,1,0,62,62HAILLICOURT,62400,2017,5032.0,0
nan,HARNES,8,0.0,0,0,62,62HARNES,62413,2017,12512.0,0
nan,HENIN BEAUMONT,18,13.0,0,1,62,62HENIN BEAUMONT,62427,2017,26922.0,0
nan,HESDIN,2,1.0,0,0,62,62HESDIN,62447,2017,2254.0,0
nan,HUCQUELIERS,0,0.0,1,0,62,62HUCQUELIERS,62463,2017,559.0,0
nan,ISBERGUES,1,0.0,0,0,62,62ISBERGUES,62473,2017,9117.0,0
nan,PORTEL,7,0.0,0,1,62,62PORTEL,62667,2017,9560.0,0
nan,QUESNOY EN ARTOIS,0,0.0,1,0,62,62QUESNOY EN ARTOIS,62677,2017,361.0,0
nan,LEFOREST,3,2.0,0,0,62,62LEFOREST,62497,2017,7073.0,0
nan,LENS,0,9.0,0,0,62,62LENS,62498,2017,31875.0,0
nan,LIEVIN,0,7.0,0,0,62,62LIEVIN,62510,2017,32021.0,0
nan,LONGUENESSE,1,1.0,0,0,62,62LONGUENESSE,62525,2017,11822.0,0
nan,MARQUISE,1,0.0,0,0,62,62MARQUISE,62560,2017,5205.0,0
nan,MAZINGARBE,1,0.0,0,0,62,62MAZINGARBE,62563,2017,7893.0,0
nan,MERLIMONT,1,0.0,0,0,62,62MERLIMONT,62571,2017,3358.0,0
nan,MEURCHIN,2,0.0,0,0,62,62MEURCHIN,62573,2017,3845.0,0
nan,MONTIGNY EN GOHELLE,2,0.0,0,0,62,62MONTIGNY EN GOHELLE,62587,2017,10526.0,0
nan,MONTREUIL SUR MER,1,0.0,0,0,62,62MONTREUIL SUR MER,62588,2017,2322.0,0
nan,NEUFCHATEL HARDELOT,2,1.0,0,0,62,62NEUFCHATEL HARDELOT,62604,2017,3865.0,0
nan,NOEUX LES MINES,1,0.0,0,0,62,62NOEUX LES MINES,62617,2017,12648.0,0
nan,NOYELLES GODAULT,2,2.0,0,0,62,62NOYELLES GODAULT,62624,2017,5522.0,0
nan,NOYELLES LES VERMELLES,1,0.0,0,0,62,62NOYELLES LES VERMELLES,62626,2017,2386.0,0
nan,NOYELLES SOUS LENS,0,4.0,0,0,62,62NOYELLES SOUS LENS,62628,2017,6865.0,0
nan,OIGNIES,4,0.0,0,0,62,62OIGNIES,62637,2017,9730.0,0
nan,OUTREAU,4,2.0,0,0,62,62OUTREAU,62643,2017,14252.0,0
nan,OYE PLAGE,2,0.0,0,0,62,62OYE PLAGE,62645,2017,5456.0,0
nan,PERNES,1,0.0,0,0,62,62PERNES,62652,2017,1644.0,0
nan,RINXENT,1,0.0,0,0,62,62RINXENT,62711,2017,2949.0,0
nan,RIVIERE,0,1.0,0,0,62,62RIVIERE,62712,2017,1162.0,0
nan,RUITZ,0,2.0,0,0,62,62RUITZ,62727,2017,1625.0,0
nan,SAINS EN GOHELLE,0,2.0,0,0,62,62SAINS EN GOHELLE,62737,2017,6335.0,0
nan,SAINT ETIENNE AU MONT,1,2.0,0,0,62,62SAINT ETIENNE AU MONT,62746,2017,5175.0,0
nan,SAINT MARTIN BOULOGNE,4,0.0,0,0,62,62SAINT MARTIN BOULOGNE,62758,2017,11553.0,0
nan,SAINT MARTIN LEZ TATINGHEM,1,0.0,0,0,62,62SAINT MARTIN LEZ TATINGHEM,62757,2017,5940.0,0
nan,SAINT OMER,8,4.0,0,0,62,62SAINT OMER,62765,2017,15006.0,0
nan,SAINT POL SUR TERNOISE,2,0.0,0,0,62,62SAINT POL SUR TERNOISE,62767,2017,5283.0,0
nan,SAMER,2,0.0,0,0,62,62SAMER,62773,2017,4197.0,0
nan,VERMELLES,1,0.0,0,0,62,62VERMELLES,62846,2017,4624.0,0
nan,VITRY EN ARTOIS,1,0.0,0,0,62,62VITRY EN ARTOIS,62865,2017,4671.0,0
nan,WIMEREUX,7,1.0,0,0,62,62WIMEREUX,62893,2017,7168.0,0
nan,WIMILLE,2,0.0,0,0,62,62WIMILLE,62894,2017,4242.0,0
nan,WINGLES,5,2.0,0,0,62,62WINGLES,62895,2017,8496.0,0
nan,WISSANT,0,1.0,0,0,62,62WISSANT,62899,2017,1021.0,0
Dôme (63),AULNAT,1,1.0,0,0,63,63AULNAT,63019,2017,4200.0,0
Clermont-Ferrand,BEAUMONT,3,0.0,0,0,63,63BEAUMONT,63032,2017,11350.0,0
nan,BRASSAC LES MINES,1,0.0,0,0,63,63BRASSAC LES MINES,63050,2017,3291.0,0
nan,CEBAZAT,4,1.0,0,0,63,63CEBAZAT,63063,2017,8605.0,0
nan,CENDRE,1,0.0,0,0,63,63CENDRE,63069,2017,5300.0,0
nan,CEYRAT,4,0.0,0,0,63,63CEYRAT,63070,2017,5579.0,0
nan,CHAMALIERES,9,3.0,0,0,63,63CHAMALIERES,63075,2017,18290.0,0
nan,CLERMONT FERRAND,43,26.0,0,0,63,63CLERMONT FERRAND,63113,2017,144760.0,0
nan,COURPIERE,1,0.0,0,0,63,63COURPIERE,63125,2017,4400.0,0
nan,GERZAT,5,0.0,0,0,63,63GERZAT,63164,2017,10500.0,0
nan,MONT DORE,2,1.0,0,0,63,63MONT DORE,63236,2017,1363.0,0
nan,MOZAC,1,0.0,0,0,63,63MOZAC,63245,2017,3755.0,0
nan,ORCINES,1,0.0,0,0,63,63ORCINES,63263,2017,3500.0,0
nan,PONT DU CHATEAU,2,0.0,0,0,63,63PONT DU CHATEAU,63284,2017,11166.0,0
nan,RIOM,7,5.0,0,0,63,63RIOM,63300,2017,19604.0,0
nan,ROMAGNAT,2,0.0,0,0,63,63ROMAGNAT,63307,2017,8013.0,0
nan,ROYAT,4,0.0,0,0,63,63ROYAT,63308,2017,4700.0,0
nan,THIERS,7,1.0,0,0,63,63THIERS,63430,2017,11643.0,0
nan,VOLVIC,3,0.0,0,0,63,63VOLVIC,63470,2017,4500.0,0
Pyrénées-Atlantiques (64),ANGLET,12,1.0,0,0,64,64ANGLET,64024,2017,39980.0,0
Pau,ARTIX,1,0.0,0,0,64,64ARTIX,64061,2017,3561.0,0
nan,ARUDY,0,1.0,1,0,64,64ARUDY,64062,2017,2269.0,0
nan,ASCAIN,1,0.0,0,0,64,64ASCAIN,64065,2017,4362.0,0
nan,BAYONNE,29,6.0,4,2,64,64BAYONNE,64102,2017,49550.0,0
nan,BIARRITZ,25,3.0,0,0,64,64BIARRITZ,64122,2017,25480.0,0
nan,BIDART,3,2.0,0,0,64,64BIDART,64125,2017,6710.0,0
nan,BILLERE,4,0.0,0,0,64,64BILLERE,64129,2017,13605.0,0
nan,BIZANOS,1,0.0,0,0,64,64BIZANOS,64132,2017,4901.0,0
nan,BOUCAU,2,0.0,0,0,64,64BOUCAU,64140,2017,8036.0,0
nan,CAMBO LES BAINS,1,0.0,0,0,64,64CAMBO LES BAINS,64160,2017,6935.0,0
nan,CIBOURE,2,0.0,0,0,64,64CIBOURE,64189,2017,6819.0,0
nan,EAUX BONNES,1,0.0,0,0,64,64EAUX BONNES,64204,2017,347.0,0
nan,GELOS,1,0.0,0,0,64,64GELOS,64237,2017,3725.0,0
nan,GUETHARY,0,1.0,0,0,64,64GUETHARY,64249,2017,1326.0,0
